product_id,sku,upc,product_name,category,subcategory,brand,prescription_required,controlled_category,unit_cost,retail_price,gross_margin_percent,reorder_point,vendor_id,status
PRD-00046,SKU-10046,100000000046,Crest Toothpaste50 Count,Personal Care,Skin Care,GlowUp,False,None,1.63,2.52,35.3,34,VND-025,Active
PRD-00047,SKU-10047,100000000047,Cereal50 Count,Grocery,Breakfast,HealthPlus,False,None,24.4,44.93,45.7,27,VND-020,Active
PRD-00048,SKU-10048,100000000048,Blood Pressure Cuff,Medical Supplies,Glucose Monitoring,DailyChoice,False,None,12.64,20.77,39.1,7,VND-033,Active
PRD-00049,SKU-10049,100000000049,Glucose Test StripsTravel,Medical Supplies,Braces,DailyChoice,False,None,28.91,40.42,28.5,25,VND-030,Active
PRD-00050,SKU-10050,100000000050,Mock Rx Product DValue Pack,Prescription Medication,Brand Rx,WellLife,True,None,25.88,59.99,56.9,24,VND-035,Active
PRD-00051,SKU-10051,100000000051,Protein Bar100 Count,Snacks,Protein Bars,CareFirst,False,None,21.04,32.69,35.6,31,VND-006,Active
PRD-00052,SKU-10052,100000000052,MoisturizerTravel,Beauty,Fragrance,DailyChoice,False,None,20.27,38.28,47.1,5,VND-032,Active
PRD-00053,SKU-10053,100000000053,BatteriesValue Pack,Household,Paper Goods,WellLife,False,None,12.9,19.41,33.5,33,VND-018,Active
PRD-00054,SKU-10054,100000000054,Sports DrinkValue Pack,Beverages,Soda,ValueCare,False,None,3.68,7.18,48.8,22,VND-016,Active
PRD-00055,SKU-10055,100000000055,Mock Rx Product F100 Count,Prescription Medication,Maintenance Rx,HealthPlus,True,None,17.56,35.96,51.2,14,VND-015,Active
PRD-00056,SKU-10056,100000000056,Soup100 Count,Grocery,Breakfast,FreshWay,False,None,20.67,34.81,40.6,16,VND-028,Active
PRD-00057,SKU-10057,100000000057,Mock Rx Product C100 Count,Prescription Medication,Specialty Rx,CareFirst,True,None,16.29,25.11,35.1,8,VND-013,Active
PRD-00058,SKU-10058,100000000058,Disinfecting Wipes50 Count,Household,Cleaning,CareFirst,False,None,33.32,63.8,47.8,11,VND-031,Active
PRD-00059,SKU-10059,100000000059,Face CleanserValue Pack,Beauty,Nail Care,WellLife,False,None,10.9,17.28,36.9,5,VND-035,Active
PRD-00060,SKU-10060,100000000060,Crest Toothpaste,Personal Care,Skin Care,MedCheck,False,None,19.7,37.9,48.0,25,VND-032,Active
PRD-00061,SKU-10061,100000000061,Fish OilLarge,Vitamins & Supplements,Multivitamins,MedCheck,False,None,16.83,27.83,39.5,35,VND-004,Active
PRD-00062,SKU-10062,100000000062,Face Cleanser,Beauty,Fragrance,GlowUp,False,None,14.47,19.94,27.4,26,VND-004,Active
PRD-00063,SKU-10063,100000000063,Body WashLarge,Personal Care,Hair Care,FreshWay,False,None,3.67,5.49,33.2,29,VND-027,Active
PRD-00064,SKU-10064,100000000064,School SuppliesTravel,Seasonal,Holiday,BrightSmile,False,None,16.18,26.79,39.6,18,VND-020,Active
PRD-00065,SKU-10065,100000000065,School Supplies100 Count,Seasonal,Summer,GlowUp,False,None,4.15,8.33,50.2,11,VND-017,Active
PRD-00066,SKU-10066,100000000066,Digital ThermometerValue Pack,Medical Supplies,Glucose Monitoring,UnityCare,False,None,6.7,9.24,27.5,18,VND-029,Active
PRD-00067,SKU-10067,100000000067,Mock Rx Product C,Prescription Medication,Maintenance Rx,HomeEase,True,None,8.68,16.8,48.3,32,VND-030,Active
PRD-00068,SKU-10068,100000000068,Daily Multivitamin100 Count,Vitamins & Supplements,Vitamin D,CareFirst,False,None,20.95,43.22,51.5,18,VND-008,Active
PRD-00069,SKU-10069,100000000069,Iced TeaValue Pack,Beverages,Water,HealthPlus,False,None,31.86,66.76,52.3,6,VND-011,Active
PRD-00070,SKU-10070,100000000070,Lip Balm,Beauty,Nail Care,PureHealth,False,None,16.8,25.86,35.0,35,VND-018,Active
PRD-00071,SKU-10071,100000000071,Energy Drink,Beverages,Energy Drinks,HomeEase,False,None,21.23,46.51,54.4,15,VND-017,Active
PRD-00072,SKU-10072,100000000072,Cold & Flu Capsules100 Count,OTC Medication,Pain Relief,UnityCare,False,None,29.38,52.45,44.0,29,VND-018,Active
PRD-00073,SKU-10073,100000000073,Travel KitTravel,Seasonal,Summer,WellLife,False,None,18.52,30.66,39.6,10,VND-028,Active
PRD-00074,SKU-10074,100000000074,Glucose Test StripsTravel,Medical Supplies,Masks,GlowUp,False,None,12.67,19.8,36.0,8,VND-011,Active
PRD-00075,SKU-10075,100000000075,Disinfecting WipesTravel,Household,Batteries,FreshWay,False,None,10.62,24.24,56.2,6,VND-030,Active
PRD-00076,SKU-10076,100000000076,Daily MultivitaminLarge,Vitamins & Supplements,Vitamin C,FreshWay,False,None,4.72,9.53,50.5,31,VND-001,Active
PRD-00077,SKU-10077,100000000077,Wrist Brace,Medical Supplies,Masks,ValueCare,False,None,7.17,11.37,36.9,25,VND-029,Active
PRD-00078,SKU-10078,100000000078,Allergy Relief50 Count,OTC Medication,Cold & Flu,HomeEase,False,None,5.24,8.0,34.5,20,VND-008,Active
PRD-00079,SKU-10079,100000000079,Nasal SprayValue Pack,OTC Medication,Cold & Flu,PureHealth,False,None,11.39,15.28,25.5,7,VND-015,Active
PRD-00080,SKU-10080,100000000080,Vitamin D3100 Count,Vitamins & Supplements,Minerals,HomeEase,False,None,29.25,49.95,41.4,14,VND-033,Active
PRD-00081,SKU-10081,100000000081,Mock Rx Product DTravel,Prescription Medication,Specialty Rx,FreshWay,True,None,34.32,51.26,33.0,9,VND-025,Active
PRD-00082,SKU-10082,100000000082,Bandage PackLarge,First Aid,Antiseptic,DailyChoice,False,None,27.21,58.14,53.2,34,VND-033,Active
PRD-00083,SKU-10083,100000000083,Mascara100 Count,Beauty,Cosmetics,GlowUp,False,None,10.98,19.74,44.4,20,VND-010,Active
PRD-00084,SKU-10084,100000000084,Chocolate CookiesLarge,Snacks,Protein Bars,ValueCare,False,None,19.65,34.43,42.9,34,VND-021,Active
PRD-00085,SKU-10085,100000000085,Elastic WrapTravel,First Aid,Antiseptic,UnityCare,False,None,8.75,17.71,50.6,15,VND-031,Active
PRD-00086,SKU-10086,100000000086,Mock Rx Product D100 Count,Prescription Medication,Maintenance Rx,MedCheck,True,None,27.89,52.15,46.5,20,VND-003,Active
PRD-00087,SKU-10087,100000000087,Crest ToothpasteTravel,Personal Care,Skin Care,UnityCare,False,None,4.17,9.28,55.0,28,VND-010,Active
PRD-00088,SKU-10088,100000000088,CerealTravel,Grocery,Breakfast,BrightSmile,False,None,27.52,41.54,33.7,27,VND-026,Active
PRD-00089,SKU-10089,100000000089,Face Masks100 Count,Medical Supplies,Glucose Monitoring,DailyChoice,False,None,30.18,48.32,37.5,25,VND-032,Active
PRD-00090,SKU-10090,100000000090,Sports Drink,Beverages,Soda,WellLife,False,None,8.79,16.77,47.6,12,VND-006,Active
PRD-00091,SKU-10091,100000000091,Pasta Sauce100 Count,Grocery,Pantry,HomeEase,False,None,30.64,50.76,39.6,14,VND-002,Active
PRD-00092,SKU-10092,100000000092,Pain Relief TabletsLarge,OTC Medication,Allergy,CareFirst,False,None,13.03,21.44,39.2,21,VND-027,Active
PRD-00093,SKU-10093,100000000093,Travel KitValue Pack,Seasonal,Holiday,BrightSmile,False,None,3.45,7.46,53.7,26,VND-016,Active
PRD-00094,SKU-10094,100000000094,Potato ChipsTravel,Snacks,Chips,GlowUp,False,None,22.6,37.77,40.2,5,VND-030,Active
PRD-00095,SKU-10095,100000000095,Face CleanserTravel,Beauty,Facial Care,WellLife,False,None,33.12,78.1,57.6,25,VND-028,Active
PRD-00096,SKU-10096,100000000096,Mock Rx Product DLarge,Prescription Medication,Specialty Rx,ValueCare,True,None,7.57,12.15,37.7,8,VND-016,Active
PRD-00097,SKU-10097,100000000097,OatmealLarge,Grocery,Canned Goods,GlowUp,False,None,34.75,53.25,34.7,17,VND-018,Active
PRD-00098,SKU-10098,100000000098,Cough Syrup100 Count,OTC Medication,Pain Relief,WellLife,False,None,17.76,39.32,54.8,29,VND-015,Active
PRD-00099,SKU-10099,100000000099,Travel Kit100 Count,Seasonal,Back to School,HomeEase,False,None,7.26,10.88,33.3,29,VND-009,Active
PRD-00100,SKU-10100,100000000100,Lancets100 Count,Medical Supplies,Glucose Monitoring,UnityCare,False,None,2.1,4.29,51.0,23,VND-024,Active
PRD-00101,SKU-10101,100000000101,Mock Rx Product ALarge,Prescription Medication,Brand Rx,CareFirst,True,None,11.94,19.48,38.7,9,VND-035,Active
PRD-00102,SKU-10102,100000000102,Laundry DetergentLarge,Household,Laundry,WellLife,False,None,32.06,73.13,56.2,28,VND-022,Active
PRD-00103,SKU-10103,100000000103,Vitamin D3Value Pack,Vitamins & Supplements,Minerals,GlowUp,False,None,26.58,39.35,32.4,28,VND-026,Active
PRD-00104,SKU-10104,100000000104,Coke Zero 20ozTravel,Beverages,Juice,ValueCare,False,None,1.23,2.15,42.7,16,VND-017,Active
PRD-00105,SKU-10105,100000000105,Hand WarmersLarge,Seasonal,Travel,UnityCare,False,None,4.46,6.63,32.7,24,VND-021,Active
PRD-00106,SKU-10106,100000000106,Hand Warmers,Seasonal,Holiday,HomeEase,False,None,22.51,37.72,40.3,14,VND-027,Active
PRD-00107,SKU-10107,100000000107,Vitamin D3,Vitamins & Supplements,Vitamin D,HealthPlus,False,None,11.17,19.01,41.3,12,VND-035,Active
PRD-00108,SKU-10108,100000000108,ConditionerLarge,Personal Care,Deodorant,FreshWay,False,None,23.71,46.97,49.5,18,VND-010,Active
PRD-00109,SKU-10109,100000000109,Crackers50 Count,Grocery,Pantry,UnityCare,False,None,14.73,33.78,56.4,27,VND-024,Active
PRD-00110,SKU-10110,100000000110,Wound OintmentValue Pack,First Aid,Supports,GlowUp,False,None,30.05,41.9,28.3,16,VND-035,Active
PRD-00111,SKU-10111,100000000111,Glucose Test StripsTravel,Medical Supplies,Braces,ValueCare,False,None,10.2,23.69,57.0,7,VND-014,Active
PRD-00112,SKU-10112,100000000112,Glucose Test StripsLarge,Medical Supplies,Glucose Monitoring,BrightSmile,False,None,9.09,12.83,29.2,11,VND-005,Active
PRD-00113,SKU-10113,100000000113,Sports DrinkValue Pack,Beverages,Water,MedCheck,False,None,28.6,42.49,32.7,30,VND-001,Active
PRD-00114,SKU-10114,100000000114,Moisturizer50 Count,Beauty,Facial Care,GlowUp,False,None,9.33,13.47,30.8,32,VND-002,Active
PRD-00115,SKU-10115,100000000115,ShampooValue Pack,Personal Care,Oral Care,WellLife,False,None,20.92,28.09,25.5,6,VND-009,Active
PRD-00116,SKU-10116,100000000116,Mock Rx Product E,Prescription Medication,Maintenance Rx,DailyChoice,True,None,26.29,44.35,40.7,21,VND-007,Active
PRD-00117,SKU-10117,100000000117,Trail Mix,Snacks,Chips,GlowUp,False,None,25.66,57.01,55.0,21,VND-020,Active
PRD-00118,SKU-10118,100000000118,Snickers BarTravel,Snacks,Candy,HealthPlus,False,None,29.77,48.86,39.1,20,VND-029,Active
PRD-00119,SKU-10119,100000000119,Daily Multivitamin50 Count,Vitamins & Supplements,Multivitamins,BrightSmile,False,None,5.83,8.23,29.2,25,VND-021,Active
PRD-00120,SKU-10120,100000000120,Crackers50 Count,Grocery,Canned Goods,HomeEase,False,None,21.49,29.96,28.3,8,VND-014,Active
PRD-00121,SKU-10121,100000000121,Peanut ButterTravel,Grocery,Condiments,PureHealth,False,None,12.36,20.59,40.0,28,VND-007,Active
PRD-00122,SKU-10122,100000000122,Dish Soap100 Count,Household,Batteries,GlowUp,False,None,9.48,21.78,56.5,34,VND-031,Active
PRD-00123,SKU-10123,100000000123,Vitamin D3,Vitamins & Supplements,Multivitamins,DailyChoice,False,None,15.54,30.82,49.6,30,VND-009,Active
PRD-00124,SKU-10124,100000000124,Sports Drink50 Count,Beverages,Soda,PureHealth,False,None,19.99,37.8,47.1,16,VND-028,Active
PRD-00125,SKU-10125,100000000125,Mock Rx Product C50 Count,Prescription Medication,Generic Rx,FreshWay,True,None,11.45,16.0,28.4,11,VND-010,Active
PRD-00126,SKU-10126,100000000126,Digital Thermometer,Medical Supplies,Masks,HealthPlus,False,None,12.74,22.49,43.4,29,VND-018,Active
PRD-00127,SKU-10127,100000000127,Umbrella50 Count,Seasonal,Holiday,BrightSmile,False,None,34.13,71.12,52.0,26,VND-002,Active
PRD-00128,SKU-10128,100000000128,SunscreenValue Pack,Seasonal,Back to School,DailyChoice,False,None,10.11,20.28,50.2,16,VND-001,Active
PRD-00129,SKU-10129,100000000129,Body Wash100 Count,Personal Care,Hair Care,GlowUp,False,None,14.48,20.59,29.7,5,VND-006,Active
PRD-00130,SKU-10130,100000000130,Mock Rx Product DTravel,Prescription Medication,Brand Rx,WellLife,True,None,16.29,23.34,30.2,28,VND-021,Active
PRD-00131,SKU-10131,100000000131,SunscreenValue Pack,Seasonal,Summer,GlowUp,False,None,6.14,11.24,45.4,7,VND-018,Active
PRD-00132,SKU-10132,100000000132,Protein Bar50 Count,Snacks,Protein Bars,FreshWay,False,None,15.89,24.08,34.0,8,VND-023,Active
PRD-00133,SKU-10133,100000000133,Soup100 Count,Grocery,Pantry,GlowUp,False,None,23.99,40.7,41.1,14,VND-003,Active
PRD-00134,SKU-10134,100000000134,Elastic Wrap,First Aid,Supports,CareFirst,False,None,1.01,1.55,34.9,29,VND-009,Active
PRD-00135,SKU-10135,100000000135,Mascara,Beauty,Nail Care,MedCheck,False,None,1.01,2.01,49.7,9,VND-025,Active
PRD-00136,SKU-10136,100000000136,Sports Drink50 Count,Beverages,Water,HealthPlus,False,None,29.29,60.52,51.6,17,VND-003,Active
PRD-00137,SKU-10137,100000000137,Crackers,Grocery,Pantry,BrightSmile,False,None,30.28,54.07,44.0,17,VND-027,Active
PRD-00138,SKU-10138,100000000138,Lip Balm,Beauty,Cosmetics,BrightSmile,False,None,33.84,48.81,30.7,19,VND-024,Active
PRD-00139,SKU-10139,100000000139,Vitamin D3Value Pack,Vitamins & Supplements,Minerals,HealthPlus,False,None,15.67,25.36,38.2,17,VND-020,Active
PRD-00140,SKU-10140,100000000140,Mock Rx Product BLarge,Prescription Medication,Specialty Rx,GlowUp,True,None,27.43,37.85,27.5,8,VND-034,Active
PRD-00141,SKU-10141,100000000141,Orange JuiceLarge,Beverages,Water,MedCheck,False,None,25.66,53.49,52.0,12,VND-007,Active
PRD-00142,SKU-10142,100000000142,Soft ToothbrushValue Pack,Personal Care,Skin Care,GlowUp,False,None,21.38,42.83,50.1,7,VND-012,Active
PRD-00143,SKU-10143,100000000143,Wrist Brace50 Count,Medical Supplies,Masks,BrightSmile,False,None,26.78,44.5,39.8,25,VND-021,Active
PRD-00144,SKU-10144,100000000144,Digital ThermometerTravel,Medical Supplies,Braces,WellLife,False,None,3.09,5.12,39.6,30,VND-018,Active
PRD-00145,SKU-10145,100000000145,Holiday Candy50 Count,Seasonal,Summer,UnityCare,False,None,3.29,5.51,40.2,6,VND-024,Active
PRD-00146,SKU-10146,100000000146,Body Lotion,Beauty,Cosmetics,ValueCare,False,None,21.81,37.43,41.7,23,VND-003,Active
PRD-00147,SKU-10147,100000000147,Chocolate Cookies50 Count,Snacks,Chips,UnityCare,False,None,17.04,24.34,30.0,19,VND-007,Active
PRD-00148,SKU-10148,100000000148,Trash Bags100 Count,Household,Cleaning,ValueCare,False,None,6.66,9.97,33.2,19,VND-034,Active
PRD-00149,SKU-10149,100000000149,Orange JuiceLarge,Beverages,Water,DailyChoice,False,None,32.19,51.74,37.8,26,VND-004,Active
PRD-00150,SKU-10150,100000000150,Glucose Test StripsLarge,Medical Supplies,Braces,WellLife,False,None,3.99,7.58,47.4,13,VND-010,Active
PRD-00151,SKU-10151,100000000151,Trash Bags100 Count,Household,Cleaning,GlowUp,False,None,5.59,8.81,36.5,27,VND-026,Active
PRD-00152,SKU-10152,100000000152,Shampoo50 Count,Personal Care,Oral Care,MedCheck,False,None,13.65,27.93,51.1,26,VND-034,Active
PRD-00153,SKU-10153,100000000153,Fish OilLarge,Vitamins & Supplements,Minerals,CareFirst,False,None,1.37,2.11,35.2,15,VND-032,Active
PRD-00154,SKU-10154,100000000154,Antiseptic SprayValue Pack,First Aid,Antiseptic,HealthPlus,False,None,3.39,7.19,52.9,21,VND-035,Active
PRD-00155,SKU-10155,100000000155,Mock Rx Product FLarge,Prescription Medication,Generic Rx,BrightSmile,True,None,30.77,56.35,45.4,17,VND-010,Active
PRD-00156,SKU-10156,100000000156,Deodorant50 Count,Personal Care,Hair Care,ValueCare,False,None,28.46,40.93,30.5,6,VND-027,Active
PRD-00157,SKU-10157,100000000157,Batteries50 Count,Household,Paper Goods,ValueCare,False,None,10.51,20.9,49.7,12,VND-035,Active
PRD-00158,SKU-10158,100000000158,Wound OintmentValue Pack,First Aid,Wound Care,ValueCare,False,None,13.35,30.52,56.3,19,VND-019,Active
PRD-00159,SKU-10159,100000000159,Peanut ButterValue Pack,Grocery,Condiments,WellLife,False,None,28.19,40.02,29.6,6,VND-031,Active
PRD-00160,SKU-10160,100000000160,Disinfecting Wipes50 Count,Household,Cleaning,MedCheck,False,None,29.9,45.58,34.4,13,VND-029,Active
PRD-00161,SKU-10161,100000000161,Energy Drink,Beverages,Water,ValueCare,False,None,33.16,49.0,32.3,33,VND-023,Active
PRD-00162,SKU-10162,100000000162,Pain Relief TabletsTravel,OTC Medication,Digestive Health,HealthPlus,False,None,17.94,26.69,32.8,16,VND-015,Active
PRD-00163,SKU-10163,100000000163,Pain Relief Tablets100 Count,OTC Medication,Allergy,MedCheck,False,None,23.01,47.07,51.1,6,VND-019,Active
PRD-00164,SKU-10164,100000000164,Gummy CandyTravel,Snacks,Chips,HealthPlus,False,None,16.11,21.53,25.2,5,VND-017,Active
PRD-00165,SKU-10165,100000000165,Elastic Wrap100 Count,First Aid,Antiseptic,WellLife,False,None,21.6,35.39,39.0,12,VND-020,Active
PRD-00166,SKU-10166,100000000166,Vitamin CTravel,Vitamins & Supplements,Multivitamins,HealthPlus,False,None,22.63,41.56,45.6,8,VND-032,Active
PRD-00167,SKU-10167,100000000167,Hand Warmers50 Count,Seasonal,Summer,WellLife,False,None,20.45,39.87,48.7,18,VND-001,Active
PRD-00168,SKU-10168,100000000168,Travel Kit50 Count,Seasonal,Back to School,HealthPlus,False,None,15.02,28.3,46.9,21,VND-024,Active
PRD-00169,SKU-10169,100000000169,MagnesiumTravel,Vitamins & Supplements,Multivitamins,DailyChoice,False,None,2.24,3.6,37.8,13,VND-002,Active
PRD-00170,SKU-10170,100000000170,Dish SoapValue Pack,Household,Cleaning,BrightSmile,False,None,25.85,47.63,45.7,28,VND-022,Active
PRD-00171,SKU-10171,100000000171,Shampoo50 Count,Personal Care,Oral Care,GlowUp,False,None,12.35,22.96,46.2,19,VND-031,Active
PRD-00172,SKU-10172,100000000172,Digital Thermometer,Medical Supplies,Thermometers,UnityCare,False,None,25.27,57.61,56.1,14,VND-013,Active
PRD-00173,SKU-10173,100000000173,Pain Relief TabletsLarge,OTC Medication,Cold & Flu,FreshWay,False,None,32.72,56.42,42.0,20,VND-017,Active
PRD-00174,SKU-10174,100000000174,Allergy ReliefLarge,OTC Medication,Cold & Flu,GlowUp,False,None,30.28,41.24,26.6,15,VND-018,Active
PRD-00175,SKU-10175,100000000175,MagnesiumTravel,Vitamins & Supplements,Vitamin C,PureHealth,False,None,26.21,57.63,54.5,15,VND-012,Active
PRD-00176,SKU-10176,100000000176,Chocolate Cookies50 Count,Snacks,Protein Bars,PureHealth,False,None,9.89,13.68,27.7,7,VND-028,Active
PRD-00177,SKU-10177,100000000177,School SuppliesLarge,Seasonal,Holiday,GlowUp,False,None,11.75,16.24,27.6,14,VND-020,Active
PRD-00178,SKU-10178,100000000178,Potato Chips100 Count,Snacks,Protein Bars,HomeEase,False,None,15.95,26.48,39.8,32,VND-023,Active
PRD-00179,SKU-10179,100000000179,Holiday Candy100 Count,Seasonal,Travel,HealthPlus,False,None,34.32,78.5,56.3,26,VND-026,Active
PRD-00180,SKU-10180,100000000180,Paper TowelsValue Pack,Household,Paper Goods,ValueCare,False,None,29.82,56.67,47.4,6,VND-009,Active
PRD-00181,SKU-10181,100000000181,CalciumLarge,Vitamins & Supplements,Vitamin D,UnityCare,False,None,13.15,30.11,56.3,24,VND-010,Active
PRD-00182,SKU-10182,100000000182,Face MasksLarge,Medical Supplies,Masks,MedCheck,False,None,15.95,22.01,27.5,21,VND-024,Active
PRD-00183,SKU-10183,100000000183,Pasta SauceLarge,Grocery,Canned Goods,HomeEase,False,None,9.3,13.05,28.7,10,VND-032,Active
PRD-00184,SKU-10184,100000000184,Sports Drink,Beverages,Energy Drinks,ValueCare,False,None,9.72,14.64,33.6,11,VND-019,Active
PRD-00185,SKU-10185,100000000185,Mock Rx Product B,Prescription Medication,Maintenance Rx,MedCheck,True,None,5.4,7.44,27.4,33,VND-029,Active
